,artist,collaborator
0,Night Skinny,Dylan
0,Night Skinny,MamboLosco
0,Night Skinny,Geolier
0,Night Skinny,Luchè
0,Night Skinny,Ghali
0,Night Skinny,Tedua
0,Night Skinny,Madame
0,Night Skinny,thasup
0,Night Skinny,ARIETE
0,Night Skinny,Tony Effe
0,Night Skinny,Franco126
0,Night Skinny,Bresh
0,Night Skinny,Shiva
0,Night Skinny,Jake La Furia
0,Night Skinny,Lazza
0,Night Skinny,Coez
0,Night Skinny,Mahmood
0,Night Skinny,Gazzelle
0,Night Skinny,Gaia
0,Night Skinny,Elisa
0,Night Skinny,J Lord
0,Night Skinny,VillaBanks
0,Night Skinny,Carl Brave
0,Night Skinny,Vettosi
0,Night Skinny,Fabri Fibra
0,Night Skinny,Marracash
0,Night Skinny,Capo Plaza
0,Night Skinny,Izi
0,Night Skinny,Vale Lambo
0,Night Skinny,Lele Blade
0,Night Skinny,Chadia Rodriguez
0,Night Skinny,Achille Lauro
0,Night Skinny,Taxi B
0,Night Skinny,TY1
0,Night Skinny,Johnny Marsiglia
0,Night Skinny,MadMan
0,Night Skinny,Ensi
0,Night Skinny,Clementino
0,Night Skinny,Gemitaiz
0,Night Skinny,Nitro
0,Night Skinny,Nex Cassel
0,Night Skinny,Tormento
0,Night Skinny,Rocco Hunt
0,Night Skinny,Tony Boy
0,Night Skinny,Papa V
0,Night Skinny,167 Gang
0,Night Skinny,Rasty Kilo
0,Night Skinny,Il Profeta
0,Rasty Kilo,Capo Plaza
0,Rasty Kilo,Junior K
0,Rasty Kilo,Tony Effe
0,Rasty Kilo,Ketama126
0,Rasty Kilo,Big Joe
0,Rasty Kilo,Achille Lauro
0,Rasty Kilo,Taxi B
0,North of Loreto,Raf
0,Caneda,MadMan
0,Entics,Fred De Palma
0,Entics,Jake La Furia
0,Entics,Raf
0,Entics,Ensi
0,Entics,Emis Killa
0,Baby K,Omar Montes
0,Baby K,Boro Boro
0,Baby K,Tedua
0,Baby K,Giaime
0,Baby K,Lele Blade
0,Baby K,J-AX
0,Baby K,Vegas Jones
0,Baby K,Gemitaiz
0,Baby K,Federica Abbate
0,Baby K,Fred De Palma
0,Baby K,Marracash
0,Baby K,Tiziano Ferro
0,Ntò,Rasty Kilo
0,Ntò,Sayanbull
0,Ntò,Giaime
0,Ntò,Enzo Avitabile
0,Ntò,Speranza
0,Ntò,Tormento
0,Ntò,Vale Lambo
0,Ntò,Izi
0,Ntò,Marracash
0,Ntò,Peppe Soks
0,Ntò,Rocco Hunt
0,Nex Cassel,RollzRois
0,Nex Cassel,Dani Faiv
0,Nex Cassel,DrefGold
0,Nex Cassel,Nitro
0,Nex Cassel,Izi
0,Nex Cassel,Clementino
0,Nex Cassel,Baby K
0,Nex Cassel,Rasty Kilo
0,Zuli,Emiliano Pepe
0,Zuli,Ensi
0,Vincenzo Da Via Anfossi,Caneda
0,Vincenzo Da Via Anfossi,Entics
0,Vincenzo Da Via Anfossi,Vacca
0,MILES,thasup
0,2nd Roof,Emis Killa
0,2nd Roof,Dylan
0,2nd Roof,Dani Faiv
0,2nd Roof,Ketama126
0,2nd Roof,J-AX
0,2nd Roof,Gemitaiz
0,2nd Roof,Arlissa
0,2nd Roof,Tony Effe
0,2nd Roof,Neves17
0,2nd Roof,Poison Beatz
0,2nd Roof,Wayne
0,2nd Roof,Boro Boro
0,2nd Roof,Vettosi
0,2nd Roof,Nashley
0,Rame,Jake La Furia
0,Rame,Emis Killa
0,Rame,Speranza
0,Rame,Marracash
0,Rame,MV Killa
0,Alborosie,Elisa
0,Alborosie,Fedez
0,Alborosie,Vacca
0,DrefGold,Izi
0,DrefGold,Tedua
0,DrefGold,Luchè
0,DrefGold,Lazza
0,DrefGold,Tony Effe
0,Cosculluela,El Micha
0,Vale Lambo,Dani Faiv
0,Vale Lambo,Luchè
0,Vale Lambo,Carl Brave
0,Vale Lambo,Nayt
0,Vale Lambo,Geolier
0,Laïoung,Maruego
0,Laïoung,Clementino
0,Laïoung,Bello Figo
0,Laïoung,Izi
0,Akon,Red Cafe
0,Red Cafe,Rick Ross
0,Red Cafe,French Montana
0,Red Cafe,Benny The Butcher
0,Red Cafe,Jadakiss
0,Galiano,Vacca
0,Slim Thug,Rick Ross
0,Dj Jay-K,Gemitaiz
0,Dj Jay-K,MV Killa
0,Sixpm,MDNT
0,Sayanbull,Niko Pandetta
0,Sayanbull,Taxi B
0,Raf,Eros Ramazzotti
0,Raf,Tommy Vee
0,Raf,Mauro Ferrucci
0,Raf,Keller
0,ChildsPlay,Gaia
0,Domiziana,Replay Okay
0,Cancun,Lazza
0,Cancun,Emis Killa
0,Cancun,Shiva
0,Blind,Random
0,Blind,Nashley
0,Blind,Vacca
0,Timongothekeys,Paky
0,Timongothekeys,MV Killa
0,Timongothekeys,Lele Blade
0,Vale Pain,Bovychulo
0,Vale Pain,2nd Roof
0,167 Gang,Tony Effe
0,Nashley,Anna Tatangelo
0,Nashley,Jake La Furia
0,Nashley,Guè
0,Nashley,Random
0,Nashley,Tony Boy
0,Nashley,Kaydy Cain
0,Linch,ARIETE
0,Linch,Lil Kvneki
0,Linch,D'Amore
0,Linch,Heartman
0,Linch,Tananai
0,Linch,☆ ELEONORA ☆
0,Linch,Bovychulo
0,Linch,Brando Luis
0,Linch,Elilluminari
0,Linch,Kaydy Cain
0,Linch,Tony Effe
0,Linch,Slings
0,Linch,MamboLosco
0,Linch,Rossella Essence
0,Linch,Reizon
0,Linch,Papa V
0,Linch,Fri2
0,Lil Kvneki,The American Boyfriends
0,Lil Kvneki,Franco126
0,Reizon,Papa V
0,Papa V,Fri2
0,Hache-P,Jul
0,Random,Guè
0,Random,Carl Brave
0,Random,Shablo
0,Random,Ernia
0,Random,Emis Killa
0,Elilluminari,OskMusic
0,The American Boyfriends,Franco126
0,Fred De Palma,Guè
0,Fred De Palma,Boomdabash
0,Fred De Palma,Rosa Chemical
0,Fred De Palma,Emis Killa
0,Fred De Palma,Ensi
0,Fred De Palma,Marracash
0,Fred De Palma,Luchè
0,Fred De Palma,MadMan
0,Fred De Palma,Omar Montes
0,Fred De Palma,Rose Villain
0,Fred De Palma,Lazza
0,Fred De Palma,Tony Effe
0,Niko Pandetta,J2LASTEU
0,Niko Pandetta,Guè
0,Niko Pandetta,Il Profeta
0,J2LASTEU,65Goonz
0,OskMusic,Kaydy Cain
0,Rayan,Intifaya
0,Rayan,J Lord
0,Rayan,Speranza
0,Rayan,MamboLosco
0,Rayan,Nitro
0,Rayan,Young Slash
0,Rayan,Demo
0,Intifaya,J Lord
0,Intifaya,Speranza
0,Intifaya,MamboLosco
0,Intifaya,Nitro
0,Intifaya,Young Slash
0,Intifaya,Demo
0,Young Slash,Demo
0,Young Slash,Vegas Jones
0,Young Slash,Vaz Tè
0,Young Slash,Bresh
0,Gaia,Francesca Michielin
0,Gaia,Gemitaiz
0,Gaia,J Lord
0,Gaia,Selton
0,Gaia,Tedua
0,Hatik,Paky
0,chiello,Taxi B
0,chiello,Demo
0,Chris Nolan,Birthh
0,Chris Nolan,AIELLO
0,AIELLO,Tormento
0,Merk & Kremont,Ernia
